vector_index,ID,Symbol,Security,Wikipedia_URL,Symbol_meta,Security_meta,Wikipedia_URL_meta,Intro,cluster,cluster_prob,umap_x,umap_y,cluster_str,hover
163,164,EIX,Edison International,https://en.wikipedia.org/wiki/Edison_International,EIX,Edison International,https://en.wikipedia.org/wiki/Edison_International,"Edison International is a public utility holding company based in Rosemead, California. Its subsidiaries include Southern California Edison, and unregulated non-utility business assets Edison Energy. Edison's roots trace back to Holt & Knupps, a company founded in 1886 as a provider of street lights in Visalia, California.",-1,0.0,-0.19692113,-0.29238984,noise,"ID: 164
Symbol: EIX
Security: Edison International
Cluster: noise
Prob: 0.000

Edison International is a public utility holding company based in Rosemead, California. Its subsidiaries include Southern California Edison, and unregulated non-utility business assets Edison Energy...."
164,165,EW,Edwards Lifesciences,https://en.wikipedia.org/wiki/Edwards_Lifesciences,EW,Edwards Lifesciences,https://en.wikipedia.org/wiki/Edwards_Lifesciences,"Edwards Lifesciences Corporation is an American medical technology company headquartered in Irvine, California, specializing in artificial heart valves and hemodynamic monitoring. It developed the Sapien transcatheter aortic heart valve made of cow tissue within a balloon-expandable, cobalt-chromium frame, deployed via catheter. The company has manufacturing facilities at the Irvine headquarters, as well as in Draper, Utah; Costa Rica; the Dominican Republic; Puerto Rico; and Singapore; and is building a new facility completed in 2021 in Limerick, Ireland.",-1,0.0,0.15497921,-0.17099322,noise,"ID: 165
Symbol: EW
Security: Edwards Lifesciences
Cluster: noise
Prob: 0.000

Edwards Lifesciences Corporation is an American medical technology company headquartered in Irvine, California, specializing in artificial heart valves and hemodynamic monitoring. It developed the..."
165,166,EA,Electronic Arts,https://en.wikipedia.org/wiki/Electronic_Arts,EA,Electronic Arts,https://en.wikipedia.org/wiki/Electronic_Arts,"Electronic Arts Inc. (EA) is an American video game company headquartered in Redwood City, California. Founded in May 1982 by former Apple employee Trip Hawkins, the company was a pioneer of the early home computer game industry and promoted the designers and programmers responsible for its games as ""software artists"". EA published numerous games and some productivity software for personal computers, all of which were developed by external individuals or groups until 1987's Skate or Die! The company shifted toward internal game studios, often through acquisitions, such as Distinctive Software becoming EA Canada in 1991.",-1,0.0,0.12351133,-0.046411786,noise,"ID: 166
Symbol: EA
Security: Electronic Arts
Cluster: noise
Prob: 0.000

Electronic Arts Inc. (EA) is an American video game company headquartered in Redwood City, California. Founded in May 1982 by former Apple employee Trip Hawkins, the company was a pioneer of the..."
166,167,ELV,Elevance Health,https://en.wikipedia.org/wiki/Elevance_Health,ELV,Elevance Health,https://en.wikipedia.org/wiki/Elevance_Health,"Elevance Health, Inc. is an American multinational health insurance company. Prior to June 2022, Elevance Health was named Anthem, Inc. The company's services include medical, pharmaceutical, dental, behavioral health, long-term care, and disability plans through affiliated companies such as Anthem Blue Cross and Blue Shield, Anthem Blue Cross in California, Wellpoint, and Carelon. It is the largest for-profit managed health care company in the Blue Cross Blue Shield Association. As of 2022, the company had 46.8 million members within its affiliated companies' health plans.",-1,0.0,-0.11505028,-0.062986694,noise,"ID: 167
Symbol: ELV
Security: Elevance Health
Cluster: noise
Prob: 0.000

Elevance Health, Inc. is an American multinational health insurance company. Prior to June 2022, Elevance Health was named Anthem, Inc. The company's services include medical, pharmaceutical, dental,..."
167,168,EME,Emcor,https://en.wikipedia.org/wiki/Emcor,EME,Emcor,https://en.wikipedia.org/wiki/Emcor,"EMCOR Group, Inc., headquartered in Norwalk, Connecticut, provides mechanical and electrical construction, industrial and energy infrastructure, and building services in the United States and the United Kingdom. It has over 100 operating subsidiaries and approximately 180 locations. The company is ranked 324th on the Fortune 500. In 2024, the company was ranked 2nd by Engineering News-Record on its list of the top 600 specialty contractors.",-1,0.0,-0.17260146,-0.20550378,noise,"ID: 168
Symbol: EME
Security: Emcor
Cluster: noise
Prob: 0.000

EMCOR Group, Inc., headquartered in Norwalk, Connecticut, provides mechanical and electrical construction, industrial and energy infrastructure, and building services in the United States and the..."
168,169,EMR,Emerson Electric,https://en.wikipedia.org/wiki/Emerson_Electric,EMR,Emerson Electric,https://en.wikipedia.org/wiki/Emerson_Electric,"Emerson Electric Co. is an American multinational corporation headquartered in St. Louis, Missouri. The Fortune 500 company delivers a range of engineering services, manufactures industrial automation equipment, climate control systems, and precision measurement instruments, and provides software engineering for industrial, commercial, and consumer markets.",-1,0.0,-0.09202339,-0.30660123,noise,"ID: 169
Symbol: EMR
Security: Emerson Electric
Cluster: noise
Prob: 0.000

Emerson Electric Co. is an American multinational corporation headquartered in St. Louis, Missouri. The Fortune 500 company delivers a range of engineering services, manufactures industrial..."
169,170,ETR,Entergy,https://en.wikipedia.org/wiki/Entergy,ETR,Entergy,https://en.wikipedia.org/wiki/Entergy,"Entergy Corporation is an American energy company engaged in electric power production and retail distribution operations in the Deep South of the United States. Entergy is headquartered in New Orleans, Louisiana, and generates and distributes electric power to 3 million customers in Arkansas, Louisiana, Mississippi and Texas. Entergy has approximately 24,000 megawatts of electric generating capacity, annual revenues of $11 billion and employs more than 12,000 people.",-1,0.0,-0.39291823,-0.30883434,noise,"ID: 170
Symbol: ETR
Security: Entergy
Cluster: noise
Prob: 0.000

Entergy Corporation is an American energy company engaged in electric power production and retail distribution operations in the Deep South of the United States. Entergy is headquartered in New..."
170,171,EOG,EOG Resources,https://en.wikipedia.org/wiki/EOG_Resources,EOG,EOG Resources,https://en.wikipedia.org/wiki/EOG_Resources,"EOG Resources, Inc. is an American energy company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in the Heritage Plaza building in Houston, Texas.",-1,0.0,-0.30957332,-0.22269985,noise,"ID: 171
Symbol: EOG
Security: EOG Resources
Cluster: noise
Prob: 0.000

EOG Resources, Inc. is an American energy company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in the Heritage Plaza building in Houston, Texas."
171,172,EPAM,EPAM Systems,https://en.wikipedia.org/wiki/EPAM_Systems,EPAM,EPAM Systems,https://en.wikipedia.org/wiki/EPAM_Systems,"EPAM Systems, Inc. is an American company that specializes in software engineering services, digital platform engineering, and digital product design, operating out of Newtown, Pennsylvania. EPAM is a founding member of the MACH Alliance.",-1,0.0,0.13165814,-0.17770283,noise,"ID: 172
Symbol: EPAM
Security: EPAM Systems
Cluster: noise
Prob: 0.000

EPAM Systems, Inc. is an American company that specializes in software engineering services, digital platform engineering, and digital product design, operating out of Newtown, Pennsylvania. EPAM is..."
172,173,EQT,EQT Corporation,https://en.wikipedia.org/wiki/EQT_Corporation,EQT,EQT Corporation,https://en.wikipedia.org/wiki/EQT_Corporation,"EQT Corporation is an American energy company engaged in hydrocarbon exploration and pipeline transport. It is headquartered in EQT Plaza in Pittsburgh, Pennsylvania.",-1,0.0,-0.31417385,-0.25991344,noise,"ID: 173
Symbol: EQT
Security: EQT Corporation
Cluster: noise
Prob: 0.000

EQT Corporation is an American energy company engaged in hydrocarbon exploration and pipeline transport. It is headquartered in EQT Plaza in Pittsburgh, Pennsylvania."
173,174,EFX,Equifax,https://en.wikipedia.org/wiki/Equifax,EFX,Equifax,https://en.wikipedia.org/wiki/Equifax,"Equifax Inc. is an American multinational consumer credit reporting agency headquartered in Atlanta, Georgia and is one of the three largest consumer credit reporting agencies, along with Experian and TransUnion. Equifax collects and aggregates information on more than 800 million individual consumers and more than 88 million businesses worldwide. In addition to credit and demographic data and services to business, Equifax sells credit monitoring and fraud prevention services directly to consumers.",-1,0.0,-0.061707757,0.10813152,noise,"ID: 174
Symbol: EFX
Security: Equifax
Cluster: noise
Prob: 0.000

Equifax Inc. is an American multinational consumer credit reporting agency headquartered in Atlanta, Georgia and is one of the three largest consumer credit reporting agencies, along with Experian..."
174,175,EQIX,Equinix,https://en.wikipedia.org/wiki/Equinix,EQIX,Equinix,https://en.wikipedia.org/wiki/Equinix,"Equinix Inc. is an American multinational company headquartered in Redwood City, California. It specializes in internet connectivity and data center colocation centers, commonly known as carrier hotels. The company converted to a real estate investment trust (REIT) in January 2015.",-1,0.0,-0.12037281,0.0053111603,noise,"ID: 175
Symbol: EQIX
Security: Equinix
Cluster: noise
Prob: 0.000

Equinix Inc. is an American multinational company headquartered in Redwood City, California. It specializes in internet connectivity and data center colocation centers, commonly known as carrier..."
175,176,EQR,Equity Residential,https://en.wikipedia.org/wiki/Equity_Residential,EQR,Equity Residential,https://en.wikipedia.org/wiki/Equity_Residential,Equity Residential is a United States–based publicly traded real estate investment trust that invests in apartments.,-1,0.0,-0.27911913,0.038518284,noise,"ID: 176
Symbol: EQR
Security: Equity Residential
Cluster: noise
Prob: 0.000

Equity Residential is a United States–based publicly traded real estate investment trust that invests in apartments."
176,177,ERIE,Erie Indemnity,https://en.wikipedia.org/wiki/Erie_Insurance_Group,ERIE,Erie Indemnity,https://en.wikipedia.org/wiki/Erie_Insurance_Group,"Erie Insurance Group, based in Erie, Pennsylvania, is a property and casualty insurance company offering auto, home, business and life insurance through a network of independent insurance agents. As of 2021, Erie Insurance Group is ranked 347th on the 2021 Fortune 500 list of largest American corporations, based on total revenue for the 2020 fiscal year.",-1,0.0,-0.2633309,0.039162077,noise,"ID: 177
Symbol: ERIE
Security: Erie Indemnity
Cluster: noise
Prob: 0.000

Erie Insurance Group, based in Erie, Pennsylvania, is a property and casualty insurance company offering auto, home, business and life insurance through a network of independent insurance agents. As..."
177,178,ESS,Essex Property Trust,https://en.wikipedia.org/wiki/Essex_Property_Trust,ESS,Essex Property Trust,https://en.wikipedia.org/wiki/Essex_Property_Trust,Essex Property Trust is a publicly traded real estate investment trust that invests in apartments in California and in the Seattle metropolitan area.,-1,0.0,-0.2461942,-0.052193504,noise,"ID: 178
Symbol: ESS
Security: Essex Property Trust
Cluster: noise
Prob: 0.000

Essex Property Trust is a publicly traded real estate investment trust that invests in apartments in California and in the Seattle metropolitan area."
